"Julian.Day","Depth","Simulated","Observed"
"2015-11-26","55",5.83,5.5675
"2015-12-02","0",6.88,7.32
"2015-12-02","1",6.88,7.29
"2015-12-02","2",6.88,7.27
"2015-12-02","3",6.88,7.26
"2015-12-02","4",6.88,7.26
"2015-12-02","5",6.88,7.26
"2015-12-02","6",6.88,7.26
"2015-12-02","7",6.88,7.25666666666667
"2015-12-02","8",6.88,7.25666666666667
"2015-12-02","9",6.88,7.255
"2015-12-02","10",6.88,7.252
"2015-12-02","11",6.88,7.2575
"2015-12-02","12",6.88,7.255
"2015-12-02","13",6.88,7.255
"2015-12-02","14",6.88,7.26
"2015-12-02","15",6.88,7.25666666666667
"2015-12-02","16",6.88,7.25333333333333
"2015-12-02","17",6.88,7.2525
"2015-12-02","18",6.88,7.255
"2015-12-02","19",6.88,7.25333333333333
"2015-12-02","20",6.88,7.26
"2015-12-02","21",6.88,7.25666666666667
"2015-12-02","22",6.88,7.25
"2015-12-02","23",6.85,7.25333333333333
"2015-12-02","24",6.77,7.25333333333333
"2015-12-02","25",6.6,7.25
"2015-12-02","26",6.4,7.25
"2015-12-02","27",6.23,7.24333333333333
"2015-12-02","28",6.19,7.225
"2015-12-02","29",6.18,7.22666666666667
"2015-12-02","30",6.18,7.20666666666667
"2015-12-02","31",6.17,6.86666666666667
"2015-12-02","32",6.14,6.67
"2015-12-02","33",6.12,6.465
"2015-12-02","34",6.11,6.41666666666667
"2015-12-02","35",6.1,6.34333333333333
"2015-12-02","36",6.09,6.285
"2015-12-02","37",6.08,6.27666666666667
"2015-12-02","38",6.08,6.285
"2015-12-02","39",6.07,6.26666666666667
"2015-12-02","40",6.06,6.245
"2015-12-02","41",6.05,6.22666666666667
"2015-12-02","42",6.04,6.22
"2015-12-02","43",6.04,6.20333333333333
"2015-12-02","44",6.03,6.185
"2015-12-02","45",6.02,6.15333333333333
"2015-12-02","46",6.01,6.15666666666667
"2015-12-02","47",6,6.155
"2015-12-02","48",6,6.13666666666667
"2015-12-02","49",5.99,6.14
"2015-12-02","50",5.98,6.12666666666667
"2015-12-02","51",5.97,6.095
"2015-12-02","52",5.96,5.96
"2015-12-02","53",5.95,5.885
"2015-12-02","54",5.94,5.82333333333333
"2015-12-02","55",5.93,5.74333333333333
"2015-12-02","56",5.92,5.615
"2015-12-02","57",5.9,5.575
"2015-12-07","1",6.43,6.88333333333333
"2015-12-07","2",6.43,6.82666666666667
"2015-12-07","3",6.43,6.83
"2015-12-07","4",6.43,6.83
"2015-12-07","5",6.43,6.82
"2015-12-07","6",6.43,6.82
"2015-12-07","7",6.43,6.79
"2015-12-07","8",6.43,6.77
"2015-12-07","9",6.43,6.77
"2015-12-07","10",6.43,6.76
"2015-12-07","11",6.43,6.76
"2015-12-07","12",6.43,6.755
"2015-12-07","13",6.43,6.76
"2015-12-07","14",6.43,6.75
"2015-12-07","15",6.43,6.75
"2015-12-07","16",6.43,6.75
"2015-12-07","17",6.43,6.755
"2015-12-07","18",6.43,6.76
"2015-12-07","19",6.43,6.76
"2015-12-07","20",6.43,6.755
"2015-12-07","21",6.43,6.755
"2015-12-07","22",6.43,6.75
"2015-12-07","23",6.43,6.75
"2015-12-07","24",6.43,6.75
"2015-12-07","25",6.43,6.75
"2015-12-07","26",6.43,6.75
"2015-12-07","27",6.43,6.75
"2015-12-07","28",6.43,6.75
"2015-12-07","29",6.43,6.75
"2015-12-07","30",6.42,6.75
"2015-12-07","31",6.35,6.75
"2015-12-07","32",6.2,6.75
"2015-12-07","33",5.97,6.75
"2015-12-07","34",5.76,6.75
"2015-12-07","35",5.64,6.75
"2015-12-07","36",5.6,6.75
"2015-12-07","37",5.56,6.75
"2015-12-07","38",5.53,6.75
"2015-12-07","39",5.51,6.75
"2015-12-07","40",5.48,6.74
"2015-12-07","41",5.46,6.72
"2015-12-07","42",5.45,6.71
"2015-12-07","43",5.43,6.68
"2015-12-07","44",5.41,6.575
"2015-12-07","45",5.4,6.4
"2015-12-07","46",5.38,6.26
"2015-12-07","47",5.37,6.03
"2015-12-07","48",5.36,5.92
"2015-12-07","49",5.35,5.88
"2015-12-07","50",5.34,5.85
"2015-12-07","51",5.33,5.83
"2015-12-07","52",5.32,5.83
"2015-12-07","53",5.32,5.83
"2015-12-07","54",5.31,5.83
"2015-12-07","55",5.3,5.82
"2015-12-07","56",5.29,5.82
"2015-12-07","57",5.29,5.81
"2015-12-07","58",5.28,5.7925
"2015-12-16","1",5.64,6.15071428571429
"2015-12-16","2",5.64,6.14
"2015-12-16","3",5.64,6.15
"2015-12-16","4",5.64,6.14666666666667
"2015-12-16","5",5.64,6.15142857142857
"2015-12-16","6",5.64,6.15
"2015-12-16","7",5.64,6.15
"2015-12-16","8",5.64,6.15428571428571
"2015-12-16","9",5.64,6.152
"2015-12-16","10",5.64,6.14666666666667
"2015-12-16","11",5.64,6.14666666666667
"2015-12-16","12",5.64,6.14
"2015-12-16","13",5.64,6.14
"2015-12-16","14",5.64,6.14
"2015-12-16","15",5.64,6.14
"2015-12-16","16",5.64,6.1425
"2015-12-16","17",5.64,6.14
"2015-12-16","18",5.63,6.14
"2015-12-16","19",5.59,6.14
"2015-12-16","20",5.57,6.14
"2015-12-16","21",5.54,6.14
"2015-12-16","22",5.51,6.14
"2015-12-16","23",5.48,6.14
"2015-12-16","24",5.45,6.14
"2015-12-16","25",5.41,6.14
"2015-12-16","26",5.38,6.14
"2015-12-16","27",5.36,6.14
"2015-12-16","28",5.33,6.14
"2015-12-16","29",5.31,6.14
"2015-12-16","30",5.29,6.14
"2015-12-16","31",5.27,6.13
"2015-12-16","32",5.25,6.13333333333333
"2015-12-16","33",5.24,6.141
"2015-12-16","34",5.22,6.14
"2015-12-16","35",5.21,6.14
"2015-12-16","36",5.2,6.14
"2015-12-16","37",5.19,6.14
"2015-12-16","38",5.18,6.14
"2015-12-16","39",5.18,6.14
"2015-12-16","40",5.17,6.14
"2015-12-16","41",5.16,6.14
"2015-12-16","42",5.16,6.14
"2015-12-16","43",5.15,6.142
"2015-12-16","44",5.15,6.14
"2015-12-16","45",5.14,6.14
"2015-12-16","46",5.14,6.14
"2015-12-16","47",5.13,6.145
"2015-12-16","48",5.13,6.00666666666667
"2015-12-16","49",5.12,5.848
"2015-12-16","50",5.12,5.8325
"2015-12-16","51",5.11,5.815
"2015-12-16","52",5.11,5.8
"2015-12-16","53",5.1,5.775
"2015-12-16","54",5.1,5.75666666666667
"2015-12-16","55",5.09,5.76
"2015-12-16","56",5.09,5.76
"2015-12-16","57",5.08,5.732
"2015-12-16","58",5.08,5.73
"2015-12-21","1",5.62,6.2125
"2015-12-21","2",5.62,6.21
"2015-12-21","3",5.62,6.21
"2015-12-21","4",5.62,6.21
"2015-12-21","5",5.62,6.21
"2015-12-21","6",5.62,6.21
"2015-12-21","7",5.62,6.21
"2015-12-21","8",5.62,6.21
"2015-12-21","9",5.62,6.205
"2015-12-21","10",5.62,6.21
"2015-12-21","11",5.62,6.2
"2015-12-21","12",5.62,6.2
"2015-12-21","13",5.62,6.21
"2015-12-21","14",5.62,6.205
"2015-12-21","15",5.62,6.20333333333333
"2015-12-21","16",5.62,6.2
"2015-12-21","17",5.62,6.2
"2015-12-21","18",5.62,6.2
"2015-12-21","19",5.62,6.2
"2015-12-21","20",5.62,6.2
"2015-12-21","21",5.62,6.2
"2015-12-21","22",5.62,6.2
"2015-12-21","23",5.62,6.2
"2015-12-21","24",5.62,6.195
"2015-12-21","25",5.62,6.19
"2015-12-21","26",5.62,6.19
"2015-12-21","27",5.62,6.19
"2015-12-21","28",5.62,6.19
"2015-12-21","29",5.62,6.19
"2015-12-21","30",5.61,6.19
"2015-12-21","31",5.59,6.185
"2015-12-21","32",5.54,6.18
"2015-12-21","33",5.45,6.19
"2015-12-21","34",5.32,6.19
"2015-12-21","35",5.21,6.19
"2015-12-21","36",5.12,6.19
"2015-12-21","37",5.07,6.2
"2015-12-21","38",5.05,6.2
"2015-12-21","39",5.03,6.195
"2015-12-21","40",5.01,6.19
"2015-12-21","41",4.99,6.18
"2015-12-21","42",4.98,6.15
"2015-12-21","43",4.97,6.13
"2015-12-21","44",4.96,6.11
"2015-12-21","45",4.96,6.08
"2015-12-21","46",4.95,6.065
"2015-12-21","47",4.94,6.07
"2015-12-21","48",4.94,6.055
"2015-12-21","49",4.94,6.05
"2015-12-21","50",4.93,6.07
"2015-12-21","51",4.93,6.075
"2015-12-21","52",4.93,6.015
"2015-12-21","53",4.92,5.93
"2015-12-21","54",4.92,5.72
"2015-12-21","55",4.92,5.64
"2015-12-21","56",4.91,5.71
"2015-12-21","57",4.91,5.745
"2015-12-21","58",4.9,5.755
"2015-12-21","59",4.9,5.71666666666667
"2015-12-28","1",5.55,6.34571428571429
"2015-12-28","2",5.55,6.25071428571429
"2015-12-28","3",5.55,6.22571428571429
"2015-12-28","4",5.55,6.2
"2015-12-28","5",5.55,6.18153846153846
"2015-12-28","6",5.55,6.18142857142857
"2015-12-28","7",5.55,6.172
"2015-12-28","8",5.55,6.17
"2015-12-28","9",5.55,6.17083333333333
"2015-12-28","10",5.55,6.1625
"2015-12-28","11",5.55,6.16
"2015-12-28","12",5.55,6.16
"2015-12-28","13",5.55,6.15857142857143
"2015-12-28","14",5.55,6.156
"2015-12-28","15",5.55,6.15666666666667
"2015-12-28","16",5.55,6.15333333333333
"2015-12-28","17",5.55,6.15
"2015-12-28","18",5.55,6.1525
"2015-12-28","19",5.55,6.155
"2015-12-28","20",5.55,6.15333333333333
"2015-12-28","21",5.55,6.154
"2015-12-28","22",5.55,6.15
"2015-12-28","23",5.55,6.15
"2015-12-28","24",5.55,6.15
"2015-12-28","25",5.55,6.15333333333333
"2015-12-28","26",5.55,6.15
"2015-12-28","27",5.55,6.15
"2015-12-28","28",5.55,6.155
"2015-12-28","29",5.55,6.15
"2015-12-28","30",5.55,6.14333333333333
"2015-12-28","31",5.55,6.1475
"2015-12-28","32",5.55,6.15
"2015-12-28","33",5.55,6.14666666666667
"2015-12-28","34",5.55,6.14
"2015-12-28","35",5.55,6.14
"2015-12-28","36",5.55,6.14
"2015-12-28","37",5.55,6.14
"2015-12-28","38",5.55,6.14
"2015-12-28","39",5.55,6.15
"2015-12-28","40",5.55,6.15
"2015-12-28","41",5.55,6.15
"2015-12-28","42",5.55,6.14666666666667
"2015-12-28","43",5.55,6.145
"2015-12-28","44",5.55,6.14
"2015-12-28","45",5.55,6.14
"2015-12-28","46",5.55,6.14
"2015-12-28","47",5.55,6.14
"2015-12-28","48",5.55,6.14
"2015-12-28","49",5.55,6.14
"2015-12-28","50",5.55,6.14
"2015-12-28","51",5.54,6.14
"2015-12-28","52",5.54,6.14
"2015-12-28","53",5.54,6.14
"2015-12-28","54",5.53,6.14
"2015-12-28","55",5.52,6.14
"2015-12-28","56",5.51,6.14
"2015-12-28","57",5.49,6.135
"2015-12-28","58",5.47,6.11333333333333
"2015-12-28","59",5.44,6.08333333333333
"2016-01-19","1",0.91,4.612
"2016-01-19","2",1.27,4.63363636363636
"2016-01-19","3",2.08,4.63777777777778
"2016-01-19","4",2.74,4.661
"2016-01-19","5",3.17,4.661
"2016-01-19","6",3.42,4.65545454545455
"2016-01-19","7",3.58,4.66333333333333
"2016-01-19","8",3.68,4.663
"2016-01-19","9",3.75,4.67
"2016-01-19","10",3.81,4.67
"2016-01-19","11",3.85,4.67
"2016-01-19","12",3.88,4.671
"2016-01-19","13",3.9,4.669
"2016-01-19","14",3.92,4.66
"2016-01-19","15",3.94,4.667
"2016-01-19","16",3.95,4.66222222222222
"2016-01-19","17",3.96,4.66
"2016-01-19","18",3.97,4.662
"2016-01-19","19",3.98,4.67
"2016-01-19","20",3.98,4.67
"2016-01-19","21",3.98,4.67
"2016-01-19","22",3.98,4.67
"2016-01-19","23",3.98,4.67
"2016-01-19","24",3.98,4.67
"2016-01-19","25",3.98,4.67
"2016-01-19","26",3.98,4.67
"2016-01-19","27",3.98,4.67
"2016-01-19","28",3.98,4.669
"2016-01-19","29",3.98,4.67
"2016-01-19","30",3.98,4.67
"2016-01-19","31",3.98,4.66222222222222
"2016-01-19","32",3.98,4.662
"2016-01-19","33",3.98,4.66
"2016-01-19","34",3.98,4.66
"2016-01-19","35",3.98,4.66
"2016-01-19","36",3.98,4.66
"2016-01-19","37",3.98,4.66
"2016-01-19","38",3.98,4.66
"2016-01-19","39",3.98,4.651
"2016-01-19","40",3.98,4.65
"2016-01-19","41",3.98,4.65
"2016-01-19","42",3.98,4.65
"2016-01-19","43",3.98,4.649
"2016-01-19","44",3.98,4.641
"2016-01-19","45",3.98,4.643
"2016-01-19","46",3.98,4.64
"2016-01-19","47",3.98,4.64
"2016-01-19","48",3.98,4.64666666666667
"2016-01-19","49",3.98,4.64272727272727
"2016-01-19","50",3.98,4.641
"2016-01-19","51",3.98,4.64
"2016-01-19","52",3.98,4.64
"2016-01-19","53",3.98,4.646
"2016-01-19","54",3.98,4.63666666666667
"2016-01-19","55",3.98,4.62
"2016-01-19","56",3.98,4.62
"2016-01-19","57",3.98,4.62
"2016-01-19","58",3.98,4.62
"2016-01-19","59",3.98,4.62
"2016-01-19","60",3.98,4.62111111111111
"2016-01-19","61",3.98,4.62111111111111
"2016-01-19","62",3.98,4.62
"2016-01-19","63",3.98,4.62
"2016-01-19","64",3.98,4.62
"2016-01-19","65",3.98,4.62
"2016-01-19","66",3.98,4.62
"2016-01-19","67",3.98,4.62
"2016-01-19","68",3.98,4.62
"2016-01-19","69",3.98,4.62
"2016-01-19","70",3.98,4.62
"2016-01-19","71",3.98,4.62
"2016-01-19","72",3.98,4.62
"2016-01-19","73",3.98,4.61777777777778
"2016-01-19","74",3.98,4.62
"2016-01-19","75",3.98,4.61666666666667
"2016-02-16","1",1.98,3.751
"2016-02-16","2",2.2,3.771
"2016-02-16","3",2.48,3.781
"2016-02-16","4",2.66,3.795
"2016-02-16","5",2.75,3.8
"2016-02-16","6",2.85,3.8
"2016-02-16","7",2.94,3.805
"2016-02-16","8",3.03,3.808
"2016-02-16","9",3.09,3.81333333333333
"2016-02-16","10",3.14,3.82
"2016-02-16","11",3.17,3.82181818181818
"2016-02-16","12",3.19,3.82555555555556
"2016-02-16","13",3.21,3.826
"2016-02-16","14",3.22,3.824
"2016-02-16","15",3.22,3.838
"2016-02-16","16",3.23,3.835
"2016-02-16","17",3.23,3.84
"2016-02-16","18",3.24,3.84
"2016-02-16","19",3.24,3.84
"2016-02-16","20",3.25,3.84
"2016-02-16","21",3.25,3.84
"2016-02-16","22",3.25,3.84
"2016-02-16","23",3.26,3.84
"2016-02-16","24",3.26,3.846
"2016-02-16","25",3.26,3.849
"2016-02-16","26",3.26,3.863
"2016-02-16","27",3.27,3.86888888888889
"2016-02-16","28",3.27,3.877
"2016-02-16","29",3.27,3.876
"2016-02-16","30",3.27,3.877
"2016-02-16","31",3.27,3.879
"2016-02-16","32",3.27,3.907
"2016-02-16","33",3.28,3.926
"2016-02-16","34",3.28,3.90333333333333
"2016-02-16","35",3.28,3.914
"2016-02-16","36",3.28,3.919
"2016-02-16","37",3.28,3.935
"2016-02-16","38",3.29,3.93222222222222
"2016-02-16","39",3.29,3.936
"2016-02-16","40",3.29,3.941
"2016-02-16","41",3.29,3.947
"2016-02-16","42",3.29,3.95
"2016-02-16","43",3.29,3.946
"2016-02-16","44",3.29,3.945
"2016-02-16","45",3.3,3.949
"2016-02-16","46",3.3,3.95
"2016-02-16","47",3.3,3.946
"2016-02-16","48",3.3,3.94222222222222
"2016-02-16","49",3.3,3.94
"2016-02-16","50",3.3,3.945
"2016-02-16","51",3.3,3.943
"2016-02-16","52",3.31,3.94444444444444
"2016-02-16","53",3.31,3.95
"2016-02-16","54",3.31,3.95
"2016-02-16","55",3.31,3.95
"2016-02-16","56",3.31,3.95
"2016-02-16","57",3.31,3.95
"2016-02-16","58",3.31,3.95
"2016-02-16","59",3.32,3.94777777777778
"2016-02-16","60",3.32,3.95
"2016-02-16","61",3.32,3.94888888888889
"2016-02-16","62",3.32,3.95
"2016-02-16","63",3.32,3.95
"2016-02-16","64",3.32,3.95
"2016-02-16","65",3.32,3.95
"2016-02-16","66",3.32,3.95
"2016-02-16","67",3.32,3.95
"2016-02-16","68",3.32,3.95
"2016-02-16","69",3.32,3.95
"2016-02-16","70",3.32,3.95
"2016-02-16","71",3.32,3.95
"2016-02-16","72",3.32,3.955
"2016-02-16","73",3.32,3.96
"2016-02-16","74",3.32,3.961
"2016-02-16","75",3.32,3.966
"2016-02-16","76",3.32,3.977
"2016-02-16","77",3.32,3.97888888888889
"2016-02-16","78",3.33,3.983
"2016-02-16","79",3.36,4.05
"2016-03-01","1",2.89,3.547
"2016-03-01","2",3,3.526
"2016-03-01","3",3.03,3.53
"2016-03-01","4",3.04,3.53
"2016-03-01","5",3.05,3.53
"2016-03-01","6",3.05,3.533
"2016-03-01","7",3.05,3.538
"2016-03-01","8",3.06,3.531
"2016-03-01","9",3.06,3.537
"2016-03-01","10",3.06,3.544
"2016-03-01","11",3.07,3.543
"2016-03-01","12",3.07,3.561
"2016-03-01","13",3.07,3.57
"2016-03-01","14",3.08,3.57
"2016-03-01","15",3.08,3.576
"2016-03-01","16",3.09,3.58
"2016-03-01","17",3.09,3.58
"2016-03-01","18",3.09,3.58
"2016-03-01","19",3.1,3.585
"2016-03-01","20",3.1,3.597
"2016-03-01","21",3.1,3.605
"2016-03-01","22",3.1,3.609
"2016-03-01","23",3.11,3.61444444444444
"2016-03-01","24",3.11,3.62090909090909
"2016-03-01","25",3.11,3.61777777777778
"2016-03-01","26",3.11,3.618
"2016-03-01","27",3.11,3.624
"2016-03-01","28",3.12,3.614
"2016-03-01","29",3.12,3.612
"2016-03-01","30",3.12,3.61222222222222
"2016-03-01","31",3.12,3.62
"2016-03-01","32",3.12,3.612
"2016-03-01","33",3.13,3.61875
"2016-03-01","34",3.13,3.62444444444444
"2016-03-01","35",3.13,3.628
"2016-03-01","36",3.13,3.64
"2016-03-01","37",3.13,3.64
"2016-03-01","38",3.14,3.64
"2016-03-01","39",3.14,3.64
"2016-03-01","40",3.14,3.63777777777778
"2016-03-01","41",3.14,3.633
"2016-03-01","42",3.14,3.63
"2016-03-01","43",3.15,3.63
"2016-03-01","44",3.15,3.63
"2016-03-01","45",3.15,3.63
"2016-03-01","46",3.15,3.63666666666667
"2016-03-01","47",3.15,3.64
"2016-03-01","48",3.15,3.645
"2016-03-01","49",3.16,3.634
"2016-03-01","50",3.16,3.64
"2016-03-01","51",3.16,3.64
"2016-03-01","52",3.16,3.64
"2016-03-01","53",3.17,3.64
"2016-03-01","54",3.17,3.64
"2016-03-01","55",3.17,3.64
"2016-03-01","56",3.17,3.64
"2016-03-01","57",3.18,3.64
"2016-03-01","58",3.18,3.64
"2016-03-01","59",3.18,3.64
"2016-03-01","60",3.19,3.64333333333333
"2016-03-01","61",3.19,3.642
"2016-03-01","62",3.19,3.64
"2016-03-01","63",3.2,3.64
"2016-03-01","64",3.2,3.64222222222222
"2016-03-01","65",3.21,3.65
"2016-03-01","66",3.21,3.65
"2016-03-01","67",3.21,3.65
"2016-03-01","68",3.22,3.65
"2016-03-01","69",3.22,3.65
"2016-03-01","70",3.23,3.65
"2016-03-01","71",3.23,3.65
"2016-03-01","72",3.23,3.66
"2016-03-01","73",3.23,3.66
"2016-03-01","74",3.24,3.66
"2016-03-01","75",3.24,3.67666666666667
"2016-03-01","76",3.26,3.68
"2016-03-01","77",3.29,3.686
"2016-03-01","78",3.33,3.69
"2016-03-02","1",2.51,3.53
"2016-03-02","2",2.57,3.53
"2016-03-02","3",2.62,3.53
"2016-03-02","4",2.65,3.526
"2016-03-02","5",2.68,3.521
"2016-03-02","6",2.7,3.52
"2016-03-02","7",2.73,3.52
"2016-03-02","8",2.75,3.524
"2016-03-02","9",2.77,3.52
"2016-03-02","10",2.8,3.52
"2016-03-02","11",2.82,3.522
"2016-03-02","12",2.84,3.521
"2016-03-02","13",2.86,3.52
"2016-03-02","14",2.88,3.52
"2016-03-02","15",2.9,3.525
"2016-03-02","16",2.91,3.52
"2016-03-02","17",2.92,3.52
"2016-03-02","18",2.92,3.52
"2016-03-02","19",2.92,3.527
"2016-03-02","20",2.92,3.53
"2016-03-02","21",2.92,3.53
"2016-03-02","22",2.92,3.53
"2016-03-02","23",2.92,3.53
"2016-03-02","24",2.92,3.52909090909091
"2016-03-02","25",2.92,3.52444444444444
"2016-03-02","26",2.92,3.524
"2016-03-02","27",2.92,3.52
"2016-03-02","28",2.92,3.52
"2016-03-02","29",2.92,3.52
"2016-03-02","30",2.92,3.52
"2016-03-02","31",2.92,3.522
"2016-03-02","32",2.92,3.526
"2016-03-02","33",2.92,3.53
"2016-03-02","34",2.92,3.53
"2016-03-02","35",2.92,3.53
"2016-03-02","36",2.92,3.52181818181818
"2016-03-02","37",2.92,3.52
"2016-03-02","38",2.92,3.52
"2016-03-02","39",2.92,3.52
"2016-03-02","40",2.92,3.52
"2016-03-02","41",2.92,3.52
"2016-03-02","42",2.92,3.52
"2016-03-02","43",2.92,3.52
"2016-03-02","44",2.92,3.52
"2016-03-02","45",2.92,3.52
"2016-03-02","46",2.93,3.527
"2016-03-02","47",2.93,3.53
"2016-03-02","48",2.94,3.537
"2016-03-02","49",2.94,3.53888888888889
"2016-03-02","50",2.95,3.52
"2016-03-02","51",2.95,3.513
"2016-03-02","52",2.96,3.51
"2016-03-02","53",2.97,3.51
"2016-03-02","54",2.98,3.505
"2016-03-02","55",2.99,3.497
"2016-03-02","56",2.99,3.50111111111111
"2016-03-02","57",3,3.5
"2016-03-02","58",3.01,3.5
"2016-03-02","59",3.02,3.5
"2016-03-02","60",3.02,3.5
"2016-03-02","61",3.03,3.5
"2016-03-02","62",3.04,3.5
"2016-03-02","63",3.05,3.5
"2016-03-02","64",3.05,3.5
"2016-03-02","65",3.06,3.5
"2016-03-02","66",3.07,3.499
"2016-03-02","67",3.07,3.5
"2016-03-02","68",3.08,3.49444444444444
"2016-03-02","69",3.09,3.5
"2016-03-02","70",3.1,3.5
"2016-03-02","71",3.1,3.501
"2016-03-02","72",3.11,3.5
"2016-03-02","73",3.12,3.5
"2016-03-02","74",3.13,3.5
"2016-03-02","75",3.13,3.5
"2016-03-02","76",3.14,3.5
"2016-03-02","77",3.15,3.5
"2016-03-02","78",3.15,3.5
"2016-03-29","0",2.78,3.78
"2016-03-29","1",2.83,3.78
"2016-03-29","2",2.85,3.78
"2016-03-29","3",2.85,3.78
"2016-03-29","4",2.85,3.78
"2016-03-29","5",2.86,3.777
"2016-03-29","6",2.86,3.776
"2016-03-29","7",2.86,3.773
"2016-03-29","8",2.86,3.77
"2016-03-29","9",2.86,3.77
"2016-03-29","10",2.86,3.77
"2016-03-29","11",2.86,3.77
"2016-03-29","12",2.86,3.77
"2016-03-29","13",2.86,3.77
"2016-03-29","14",2.86,3.77
"2016-03-29","15",2.86,3.77
"2016-03-29","16",2.86,3.77
"2016-03-29","17",2.86,3.77
"2016-03-29","18",2.86,3.77
"2016-03-29","19",2.86,3.77
"2016-03-29","20",2.86,3.77
"2016-03-29","21",2.86,3.77
"2016-03-29","22",2.86,3.77
"2016-03-29","23",2.86,3.77
"2016-03-29","24",2.86,3.77
"2016-03-29","25",2.86,3.77
"2016-03-29","26",2.86,3.77
"2016-03-29","27",2.86,3.77
"2016-03-29","28",2.86,3.77
"2016-03-29","29",2.86,3.77
"2016-03-29","30",2.86,3.77
"2016-03-29","31",2.86,3.77
"2016-03-29","32",2.86,3.77
"2016-03-29","33",2.86,3.77
"2016-03-29","34",2.86,3.77
"2016-03-29","35",2.86,3.77
"2016-03-29","36",2.86,3.77
"2016-03-29","37",2.86,3.77
"2016-03-29","38",2.86,3.77
"2016-03-29","39",2.86,3.77
"2016-03-29","40",2.86,3.77
"2016-03-29","41",2.86,3.77
"2016-03-29","42",2.86,3.77
"2016-03-29","43",2.86,3.77
"2016-03-29","44",2.86,3.77
"2016-03-29","45",2.86,3.77
"2016-03-29","46",2.86,3.77
"2016-03-29","47",2.86,3.77
"2016-03-29","48",2.86,3.77
"2016-03-29","49",2.86,3.77
"2016-03-29","50",2.86,3.77
"2016-03-29","51",2.86,3.77
"2016-03-29","52",2.86,3.77
"2016-03-29","53",2.86,3.77
"2016-03-29","54",2.86,3.77
"2016-03-29","55",2.86,3.77
"2016-03-29","56",2.86,3.77
"2016-03-29","57",2.86,3.77
"2016-03-29","58",2.86,3.77
"2016-03-29","59",2.86,3.77
"2016-03-29","60",2.86,3.77
"2016-03-29","61",2.86,3.77
"2016-03-29","62",2.86,3.77
"2016-03-29","63",2.86,3.77
"2016-03-29","64",2.86,3.77
"2016-03-29","65",2.86,3.77
"2016-03-29","66",2.86,3.77
"2016-03-29","67",2.86,3.77
"2016-03-29","68",2.87,3.77
"2016-03-29","69",2.87,3.77
"2016-03-29","70",2.88,3.77
"2016-03-29","71",2.89,3.77
"2016-03-29","72",2.9,3.77
"2016-03-29","73",2.91,3.77
"2016-03-29","74",2.92,3.77
"2016-03-29","75",2.94,3.77
"2016-03-29","76",2.97,3.77
"2016-03-29","77",3.03,3.77
"2016-04-12","0",3.8,5.08
"2016-04-12","1",3.84,4.91
"2016-04-12","2",3.85,4.865
"2016-04-12","3",3.85,4.731
"2016-04-12","4",3.86,4.635
"2016-04-12","5",3.86,4.614
"2016-04-12","6",3.86,4.608
"2016-04-12","7",3.86,4.6
"2016-04-12","8",3.86,4.595
"2016-04-12","9",3.86,4.588
"2016-04-12","10",3.87,4.57
"2016-04-12","11",3.87,4.56
"2016-04-12","12",3.87,4.56
"2016-04-12","13",3.87,4.56
"2016-04-12","14",3.87,4.552
"2016-04-12","15",3.87,4.547
"2016-04-12","16",3.87,4.54
"2016-04-12","17",3.88,4.54
"2016-04-12","18",3.88,4.531
"2016-04-12","19",3.88,4.523
"2016-04-12","20",3.88,4.516
"2016-04-12","21",3.89,4.507
"2016-04-12","22",3.89,4.489
"2016-04-12","23",3.89,4.473
"2016-04-12","24",3.9,4.46888888888889
"2016-04-12","25",3.9,4.45
"2016-04-12","26",3.9,4.429
"2016-04-12","27",3.91,4.41555555555556
"2016-04-12","28",3.91,4.4
"2016-04-12","29",3.91,4.38111111111111
"2016-04-12","30",3.92,4.373
"2016-04-12","31",3.92,4.364
"2016-04-12","32",3.92,4.359
"2016-04-12","33",3.93,4.34555555555556
"2016-04-12","34",3.93,4.33636363636364
"2016-04-12","35",3.93,4.32555555555556
"2016-04-12","36",3.94,4.296
"2016-04-12","37",3.94,4.279
"2016-04-12","38",3.94,4.27
"2016-04-12","39",3.94,4.26333333333333
"2016-04-12","40",3.95,4.249
"2016-04-12","41",3.95,4.234
"2016-04-12","42",3.95,4.22777777777778
"2016-04-12","43",3.95,4.20727272727273
"2016-04-12","44",3.95,4.193
"2016-04-12","45",3.96,4.18222222222222
"2016-04-12","46",3.96,4.163
"2016-04-12","47",3.96,4.152
"2016-04-12","48",3.96,4.15
"2016-04-12","49",3.96,4.142
"2016-04-12","50",3.96,4.139
"2016-04-12","51",3.96,4.12333333333333
"2016-04-12","52",3.96,4.115
"2016-04-12","53",3.96,4.101
"2016-04-12","54",3.96,4.1
"2016-04-12","55",3.96,4.1
"2016-04-12","56",3.96,4.093
"2016-04-12","57",3.96,4.08
"2016-04-12","58",3.96,4.077
"2016-04-12","59",3.96,4.063
"2016-04-12","60",3.96,4.06
"2016-04-12","61",3.96,4.055
"2016-04-12","62",3.96,4.05
"2016-04-12","63",3.96,4.03888888888889
"2016-04-12","64",3.96,4.03
"2016-04-12","65",3.96,4.022
"2016-04-12","66",3.96,3.987
"2016-04-12","67",3.96,3.965
"2016-04-12","68",3.96,3.95333333333333
"2016-04-12","69",3.96,3.95
"2016-04-12","70",3.96,3.95
