"Julian.Day","Depth","Simulated","Observed"
"2016-04-12","71",3.96,3.95
"2016-04-12","72",3.96,3.95
"2016-04-12","73",3.96,3.95777777777778
"2016-04-12","74",3.96,3.96
"2016-04-15","0",5.32,6.65
"2016-04-15","1",5.32,6.64
"2016-04-15","2",5.32,6.621
"2016-04-15","3",5.32,6.62
"2016-04-15","4",5.32,6.62
"2016-04-15","5",5.32,6.629
"2016-04-15","6",5.32,6.627
"2016-04-15","7",5.32,6.62
"2016-04-15","8",5.32,6.618
"2016-04-15","9",5.32,6.60777777777778
"2016-04-15","10",5.32,6.59
"2016-04-15","11",5.31,6.59111111111111
"2016-04-15","12",5.28,6.59272727272727
"2016-04-15","13",5.25,6.56888888888889
"2016-04-15","14",5.23,6.522
"2016-04-15","15",5.21,6.502
"2016-04-15","16",5.18,6.484
"2016-04-15","17",5.15,5.669
"2016-04-15","18",5.11,5.239
"2016-04-15","19",5.05,5.086
"2016-04-15","20",4.97,4.987
"2016-04-15","21",4.87,4.848
"2016-04-15","22",4.78,4.76333333333333
"2016-04-15","23",4.72,4.666
"2016-04-15","24",4.67,4.599
"2016-04-15","25",4.64,4.56
"2016-04-15","26",4.61,4.54888888888889
"2016-04-15","27",4.59,4.533
"2016-04-15","28",4.56,4.518
"2016-04-15","29",4.53,4.509
"2016-04-15","30",4.5,4.5
"2016-04-15","31",4.47,4.5
"2016-04-15","32",4.44,4.486
"2016-04-15","33",4.42,4.473
"2016-04-15","34",4.39,4.45444444444444
"2016-04-15","35",4.37,4.436
"2016-04-15","36",4.35,4.422
"2016-04-15","37",4.33,4.41
"2016-04-15","38",4.31,4.3975
"2016-04-15","39",4.29,4.3775
"2016-04-15","40",4.28,4.3575
"2016-04-15","41",4.26,4.334
"2016-04-15","42",4.25,4.31222222222222
"2016-04-15","43",4.23,4.30125
"2016-04-15","44",4.22,4.29666666666667
"2016-04-15","45",4.21,4.29
"2016-04-15","46",4.2,4.28285714285714
"2016-04-15","47",4.18,4.28
"2016-04-15","48",4.17,4.28
"2016-04-15","49",4.16,4.26375
"2016-04-15","50",4.15,4.2425
"2016-04-15","51",4.14,4.22857142857143
"2016-04-15","52",4.13,4.22
"2016-04-15","53",4.12,4.22
"2016-04-15","54",4.11,4.20571428571429
"2016-04-15","55",4.1,4.17888888888889
"2016-04-15","56",4.09,4.16125
"2016-04-15","57",4.08,4.15
"2016-04-15","58",4.07,4.15625
"2016-04-15","59",4.06,4.135
"2016-04-15","60",4.05,4.09888888888889
"2016-04-15","61",4.04,4.07375
"2016-04-15","62",4.04,4.04857142857143
"2016-04-15","63",4.03,4.03
"2016-04-15","64",4.02,4.02111111111111
"2016-04-15","65",4.01,4.0225
"2016-04-15","66",4.01,4.02
"2016-04-15","67",4,4.01875
"2016-04-15","68",4,4.00666666666667
"2016-04-15","69",4,3.99333333333333
"2016-04-15","70",3.99,3.99
"2016-04-15","71",3.99,3.99
"2016-04-15","72",3.99,3.99
"2016-04-15","73",3.99,3.98555555555556
"2016-04-15","74",3.99,3.99
"2016-04-15","75",3.99,3.99
"2016-04-15","76",3.99,3.99166666666667
"2016-04-26","1",6.32,7.386
"2016-04-26","2",6.32,7.39
"2016-04-26","3",6.32,7.376
"2016-04-26","4",6.32,7.354
"2016-04-26","5",6.32,7.354
"2016-04-26","6",6.32,7.359
"2016-04-26","7",6.32,7.351
"2016-04-26","8",6.32,7.354
"2016-04-26","9",6.32,7.341
"2016-04-26","10",6.32,7.34
"2016-04-26","11",6.32,7.338
"2016-04-26","12",6.32,7.33
"2016-04-26","13",6.32,7.33
"2016-04-26","14",6.32,7.33
"2016-04-26","15",6.32,7.33
"2016-04-26","16",6.29,7.313
"2016-04-26","17",6.25,6.798
"2016-04-26","18",6.21,5.395
"2016-04-26","19",6.16,5.09444444444444
"2016-04-26","20",6.1,4.905
"2016-04-26","21",5.99,4.761
"2016-04-26","22",5.82,4.639
"2016-04-26","23",5.61,4.593
"2016-04-26","24",5.39,4.577
"2016-04-26","25",5.21,4.56777777777778
"2016-04-26","26",5.05,4.558
"2016-04-26","27",4.94,4.539
"2016-04-26","28",4.85,4.529
"2016-04-26","29",4.78,4.515
"2016-04-26","30",4.74,4.50888888888889
"2016-04-26","31",4.71,4.499
"2016-04-26","32",4.69,4.483
"2016-04-26","33",4.67,4.461
"2016-04-26","34",4.66,4.447
"2016-04-26","35",4.66,4.433
"2016-04-26","36",4.65,4.42111111111111
"2016-04-26","37",4.64,4.42
"2016-04-26","38",4.63,4.411
"2016-04-26","39",4.63,4.40111111111111
"2016-04-26","40",4.62,4.39
"2016-04-26","41",4.62,4.385
"2016-04-26","42",4.61,4.37111111111111
"2016-04-26","43",4.6,4.357
"2016-04-26","44",4.6,4.35
"2016-04-26","45",4.59,4.342
"2016-04-26","46",4.59,4.34
"2016-04-26","47",4.58,4.331
"2016-04-26","48",4.57,4.324
"2016-04-26","49",4.56,4.315
"2016-04-26","50",4.55,4.298
"2016-04-26","51",4.54,4.29
"2016-04-26","52",4.53,4.29
"2016-04-26","53",4.51,4.28
"2016-04-26","54",4.5,4.28
"2016-04-26","55",4.48,4.28
"2016-04-26","56",4.46,4.28
"2016-04-26","57",4.44,4.272
"2016-04-26","58",4.41,4.258
"2016-04-26","59",4.39,4.24222222222222
"2016-04-26","60",4.37,4.224
"2016-04-26","61",4.35,4.199
"2016-04-26","62",4.32,4.2
"2016-04-26","63",4.3,4.2
"2016-04-26","64",4.28,4.179
"2016-04-26","65",4.26,4.16777777777778
"2016-04-26","66",4.24,4.147
"2016-04-26","67",4.22,4.137
"2016-04-26","68",4.2,4.13
"2016-04-26","69",4.19,4.12090909090909
"2016-04-26","70",4.17,4.11666666666667
"2016-04-26","71",4.15,4.10111111111111
"2016-04-26","72",4.13,4.09
"2016-04-26","73",4.11,4.08
"2016-04-26","74",4.09,4.073
"2016-04-26","75",4.08,4.08
"2016-04-26","76",4.07,4.08
"2016-04-26","77",4.07,4.08
"2016-05-03","1",7.8,8.72777777777778
"2016-05-03","2",7.8,8.70363636363636
"2016-05-03","3",7.23,8.57333333333333
"2016-05-03","4",6.76,8.366
"2016-05-03","5",6.5,8.041
"2016-05-03","6",6.32,7.883
"2016-05-03","7",6.17,7.745
"2016-05-03","8",6.02,7.61
"2016-05-03","9",5.89,7.417
"2016-05-03","10",5.76,7.227
"2016-05-03","11",5.63,6.864
"2016-05-03","12",5.51,6.71777777777778
"2016-05-03","13",5.42,6.57272727272727
"2016-05-03","14",5.35,6.46
"2016-05-03","15",5.3,6.28875
"2016-05-03","16",5.27,6.15555555555556
"2016-05-03","17",5.24,5.93
"2016-05-03","18",5.21,5.80111111111111
"2016-05-03","19",5.2,5.715
"2016-05-03","20",5.18,5.64444444444444
"2016-05-03","21",5.17,5.385
"2016-05-03","22",5.16,5.27875
"2016-05-03","23",5.15,5.23333333333333
"2016-05-03","24",5.14,5.215
"2016-05-03","25",5.12,5.06666666666667
"2016-05-03","26",5.11,4.89
"2016-05-03","27",5.1,4.87875
"2016-05-03","28",5.08,4.815
"2016-05-03","29",5.06,4.736
"2016-05-03","30",5.04,4.7
"2016-05-03","31",5.02,4.63
"2016-05-03","32",4.99,4.62111111111111
"2016-05-03","33",4.96,4.59444444444444
"2016-05-03","34",4.92,4.59222222222222
"2016-05-03","35",4.88,4.58625
"2016-05-03","36",4.84,4.565
"2016-05-03","37",4.79,4.54875
"2016-05-03","38",4.75,4.525
"2016-05-03","39",4.72,4.51285714285714
"2016-05-03","40",4.68,4.50875
"2016-05-03","41",4.66,4.5175
"2016-05-03","42",4.63,4.512
"2016-05-03","43",4.61,4.485
"2016-05-03","44",4.6,4.473
"2016-05-03","45",4.58,4.47
"2016-05-03","46",4.56,4.452
"2016-05-03","47",4.55,4.44111111111111
"2016-05-03","48",4.53,4.42444444444444
"2016-05-03","49",4.52,4.417
"2016-05-03","50",4.5,4.40222222222222
"2016-05-03","51",4.49,4.4
"2016-05-03","52",4.47,4.392
"2016-05-03","53",4.46,4.38
"2016-05-03","54",4.44,4.3525
"2016-05-03","55",4.43,4.354
"2016-05-03","56",4.41,4.342
"2016-05-03","57",4.39,4.26555555555556
"2016-05-03","58",4.38,4.267
"2016-05-03","59",4.36,4.255
"2016-05-03","60",4.35,4.25
"2016-05-03","61",4.33,4.25181818181818
"2016-05-03","62",4.32,4.24666666666667
"2016-05-03","63",4.31,4.221
"2016-05-03","64",4.29,4.206
"2016-05-03","65",4.28,4.22375
"2016-05-03","66",4.27,4.199
"2016-05-03","67",4.25,4.19
"2016-05-03","68",4.23,4.19
"2016-05-03","69",4.21,4.19
"2016-05-03","70",4.2,4.19
"2016-05-03","71",4.18,4.18555555555556
"2016-05-03","72",4.16,4.18444444444444
"2016-05-03","73",4.15,4.18
"2016-05-03","74",4.14,4.18
"2016-05-03","75",4.13,4.18
"2016-05-03","76",4.13,4.173
"2016-05-03","77",4.13,4.171
"2016-05-24","1",16.31,15.352
"2016-05-24","2",16.31,15.281
"2016-05-24","3",16.07,14.916
"2016-05-24","4",15.39,13.858
"2016-05-24","5",13.48,12.84
"2016-05-24","6",11.19,12.2345454545455
"2016-05-24","7",9.18,11.6822222222222
"2016-05-24","8",7.74,10.84
"2016-05-24","9",6.87,9.65555555555556
"2016-05-24","10",6.4,8.437
"2016-05-24","11",6.15,7.569
"2016-05-24","12",5.99,6.913
"2016-05-24","13",5.87,6.59
"2016-05-24","14",5.75,6.265
"2016-05-24","15",5.64,6.055
"2016-05-24","16",5.54,5.893
"2016-05-24","17",5.46,5.77222222222222
"2016-05-24","18",5.39,5.66818181818182
"2016-05-24","19",5.34,5.55555555555556
"2016-05-24","20",5.29,5.476
"2016-05-24","21",5.25,5.419
"2016-05-24","22",5.21,5.381
"2016-05-24","23",5.17,5.326
"2016-05-24","24",5.14,5.27555555555556
"2016-05-24","25",5.11,5.23909090909091
"2016-05-24","26",5.08,5.19555555555556
"2016-05-24","27",5.05,5.145
"2016-05-24","28",5.02,5.098
"2016-05-24","29",4.99,5.059
"2016-05-24","30",4.96,5.04111111111111
"2016-05-24","31",4.94,5.02181818181818
"2016-05-24","32",4.91,4.982
"2016-05-24","33",4.89,4.96
"2016-05-24","34",4.87,4.927
"2016-05-24","35",4.85,4.906
"2016-05-24","36",4.83,4.897
"2016-05-24","37",4.81,4.886
"2016-05-24","38",4.79,4.87
"2016-05-24","39",4.77,4.853
"2016-05-24","40",4.75,4.822
"2016-05-24","41",4.74,4.8
"2016-05-24","42",4.72,4.8
"2016-05-24","43",4.71,4.79111111111111
"2016-05-24","44",4.69,4.773
"2016-05-24","45",4.68,4.76
"2016-05-24","46",4.67,4.748
"2016-05-24","47",4.65,4.73333333333333
"2016-05-24","48",4.64,4.73
"2016-05-24","49",4.63,4.723
"2016-05-24","50",4.62,4.71111111111111
"2016-05-24","51",4.61,4.694
"2016-05-24","52",4.6,4.677
"2016-05-24","53",4.58,4.666
"2016-05-24","54",4.57,4.65444444444444
"2016-05-24","55",4.56,4.643
"2016-05-24","56",4.55,4.634
"2016-05-24","57",4.54,4.591
"2016-05-24","58",4.53,4.57666666666667
"2016-05-24","59",4.52,4.566
"2016-05-24","60",4.51,4.545
"2016-05-24","61",4.5,4.53222222222222
"2016-05-24","62",4.49,4.51636363636364
"2016-05-24","63",4.48,4.48555555555556
"2016-05-24","64",4.48,4.472
"2016-05-24","65",4.46,4.46888888888889
"2016-05-24","66",4.45,4.446
"2016-05-24","67",4.44,4.43
"2016-05-24","68",4.43,4.43
"2016-06-07","1",19.46,19.361
"2016-06-07","2",19.46,19.01
"2016-06-07","3",18.95,18.919
"2016-06-07","4",18.06,18.221
"2016-06-07","5",16.61,14.954
"2016-06-07","6",14.79,13.275
"2016-06-07","7",12.77,12.573
"2016-06-07","8",10.77,12.0133333333333
"2016-06-07","9",9.05,11.3222222222222
"2016-06-07","10",7.76,10.3825
"2016-06-07","11",6.91,9.63555555555556
"2016-06-07","12",6.41,7.84
"2016-06-07","13",6.12,6.74625
"2016-06-07","14",5.95,6.36625
"2016-06-07","15",5.83,6.18375
"2016-06-07","16",5.72,6.02625
"2016-06-07","17",5.63,5.88285714285714
"2016-06-07","18",5.54,5.725
"2016-06-07","19",5.47,5.65857142857143
"2016-06-07","20",5.4,5.57714285714286
"2016-06-07","21",5.35,5.52428571428571
"2016-06-07","22",5.3,5.47375
"2016-06-07","23",5.25,5.42
"2016-06-07","24",5.22,5.32222222222222
"2016-06-07","25",5.18,5.26625
"2016-06-07","26",5.15,5.2625
"2016-06-07","27",5.12,5.25375
"2016-06-07","28",5.09,5.23142857142857
"2016-06-07","29",5.06,5.19125
"2016-06-07","30",5.04,5.15571428571429
"2016-06-07","31",5.01,5.11375
"2016-06-07","32",4.99,5.08
"2016-06-07","33",4.97,5.03714285714286
"2016-06-07","34",4.95,5.00142857142857
"2016-06-07","35",4.93,4.99
"2016-06-07","36",4.9,4.95625
"2016-06-07","37",4.88,4.94
"2016-06-07","38",4.87,4.93090909090909
"2016-06-07","39",4.85,4.92
"2016-06-07","40",4.83,4.90111111111111
"2016-06-07","41",4.81,4.885
"2016-06-07","42",4.79,4.871
"2016-06-07","43",4.78,4.86222222222222
"2016-06-07","44",4.76,4.854
"2016-06-07","45",4.75,4.837
"2016-06-07","46",4.73,4.816
"2016-06-07","47",4.72,4.80222222222222
"2016-06-07","48",4.71,4.794
"2016-06-07","49",4.69,4.77444444444444
"2016-06-07","50",4.68,4.774
"2016-06-07","51",4.67,4.75111111111111
"2016-06-07","52",4.66,4.73888888888889
"2016-06-07","53",4.65,4.72444444444444
"2016-06-07","54",4.64,4.69857142857143
"2016-06-07","55",4.63,4.67428571428571
"2016-06-07","56",4.62,4.67
"2016-06-07","57",4.61,4.6475
"2016-06-07","58",4.6,4.6
"2016-06-07","59",4.59,4.58875
"2016-06-07","60",4.59,4.55875
"2016-06-07","61",4.58,4.53
"2016-06-07","62",4.57,4.52285714285714
"2016-06-07","63",4.56,4.51714285714286
"2016-06-07","64",4.55,4.51
"2016-06-07","65",4.54,4.50285714285714
"2016-06-07","66",4.53,4.49428571428571
"2016-06-07","67",4.52,4.48
"2016-06-07","68",4.5,4.48
"2016-06-07","69",4.49,4.48333333333333
"2016-06-07","70",4.48,4.48666666666667
"2016-06-07","71",4.47,4.48125
"2016-06-07","72",4.46,4.48714285714286
"2016-06-07","73",4.45,4.48285714285714
"2016-06-07","74",4.44,4.48285714285714
"2016-06-07","75",4.44,4.48666666666667
"2016-06-07","76",4.44,4.49
"2016-06-21","0",18.81,18.59
"2016-06-21","1",18.81,18.587
"2016-06-21","2",18.81,18.58
"2016-06-21","3",18.81,18.5766666666667
"2016-06-21","4",18.81,18.5545454545455
"2016-06-21","5",18.62,18.548
"2016-06-21","6",16.5,18.526
"2016-06-21","7",13.39,18.306
"2016-06-21","8",10.86,12.8611111111111
"2016-06-21","9",8.97,11.552
"2016-06-21","10",7.62,9.983
"2016-06-21","11",6.76,8.37
"2016-06-21","12",6.29,7.423
"2016-06-21","13",6.03,6.897
"2016-06-21","14",5.88,6.591
"2016-06-21","15",5.77,6.327
"2016-06-21","16",5.68,6.144
"2016-06-21","17",5.6,5.973
"2016-06-21","18",5.52,5.84333333333333
"2016-06-21","19",5.45,5.765
"2016-06-21","20",5.39,5.693
"2016-06-21","21",5.34,5.615
"2016-06-21","22",5.29,5.544
"2016-06-21","23",5.25,5.49
"2016-06-21","24",5.22,5.432
"2016-06-21","25",5.18,5.38111111111111
"2016-06-21","26",5.15,5.345
"2016-06-21","27",5.12,5.306
"2016-06-21","28",5.1,5.259
"2016-06-21","29",5.07,5.231
"2016-06-21","30",5.05,5.21
"2016-06-21","31",5.03,5.15888888888889
"2016-06-21","32",5,5.129
"2016-06-21","33",4.98,5.101
"2016-06-21","34",4.96,5.076
"2016-06-21","35",4.95,5.044
"2016-06-21","36",4.93,5.02666666666667
"2016-06-21","37",4.91,5.017
"2016-06-21","38",4.89,5.005
"2016-06-21","39",4.88,4.995
"2016-06-21","40",4.86,4.982
"2016-06-21","41",4.85,4.969
"2016-06-21","42",4.84,4.95111111111111
"2016-06-21","43",4.83,4.927
"2016-06-21","44",4.81,4.91444444444444
"2016-06-21","45",4.8,4.90636363636364
"2016-06-21","46",4.79,4.9
"2016-06-21","47",4.78,4.889
"2016-06-21","48",4.77,4.88
"2016-06-21","49",4.76,4.87
"2016-06-21","50",4.75,4.859
"2016-06-21","51",4.74,4.833
"2016-06-21","52",4.73,4.81666666666667
"2016-06-21","53",4.72,4.80666666666667
"2016-06-21","54",4.71,4.787
"2016-06-21","55",4.7,4.771
"2016-06-21","56",4.69,4.74
"2016-06-21","57",4.68,4.72666666666667
"2016-06-21","58",4.68,4.70111111111111
"2016-06-21","59",4.67,4.675
"2016-06-21","60",4.66,4.655
"2016-06-21","61",4.66,4.635
"2016-06-21","62",4.65,4.62
"2016-06-21","63",4.64,4.61
"2016-06-21","64",4.63,4.60125
"2016-06-21","65",4.62,4.58888888888889
"2016-06-21","66",4.61,4.58
"2016-06-21","67",4.6,4.57444444444444
"2016-06-21","68",4.59,4.56111111111111
"2016-06-21","69",4.57,4.56
"2016-06-21","70",4.56,4.55375
"2016-06-21","71",4.55,4.55
"2016-06-21","72",4.54,4.55625
"2016-06-21","73",4.54,4.57
"2016-06-21","74",4.54,4.58
"2016-06-21","75",4.54,4.58
"2016-06-29","1",20.49,20.6163636363636
"2016-06-29","2",20.49,20.6022222222222
"2016-06-29","3",20.02,20.5836363636364
"2016-06-29","4",19.63,20.5622222222222
"2016-06-29","5",18.86,20.54
"2016-06-29","6",17.92,20.5375
"2016-06-29","7",15.97,20.51
"2016-06-29","8",14.03,15.9063636363636
"2016-06-29","9",12.36,12.7155555555556
"2016-06-29","10",10.8,11.279
"2016-06-29","11",9.24,10.324
"2016-06-29","12",7.9,9.08
"2016-06-29","13",6.98,8.005
"2016-06-29","14",6.41,7.129
"2016-06-29","15",6.07,6.55125
"2016-06-29","16",5.88,6.21555555555556
"2016-06-29","17",5.75,6.035
"2016-06-29","18",5.65,5.89375
"2016-06-29","19",5.56,5.806
"2016-06-29","20",5.49,5.70888888888889
"2016-06-29","21",5.42,5.645
"2016-06-29","22",5.37,5.595
"2016-06-29","23",5.32,5.55333333333333
"2016-06-29","24",5.28,5.505
"2016-06-29","25",5.24,5.45
"2016-06-29","26",5.21,5.40625
"2016-06-29","27",5.18,5.37
"2016-06-29","28",5.15,5.334
"2016-06-29","29",5.12,5.289
"2016-06-29","30",5.1,5.249
"2016-06-29","31",5.07,5.203
"2016-06-29","32",5.05,5.16222222222222
"2016-06-29","33",5.03,5.12111111111111
"2016-06-29","34",5.01,5.095
"2016-06-29","35",4.99,5.08111111111111
"2016-06-29","36",4.98,5.06333333333333
"2016-06-29","37",4.96,5.04444444444444
"2016-06-29","38",4.94,5.02555555555556
"2016-06-29","39",4.93,5.00875
"2016-06-29","40",4.91,4.99555555555556
"2016-06-29","41",4.9,4.978
"2016-06-29","42",4.89,4.95888888888889
"2016-06-29","43",4.87,4.95
"2016-06-29","44",4.86,4.93888888888889
"2016-06-29","45",4.85,4.928
"2016-06-29","46",4.84,4.92
"2016-06-29","47",4.83,4.907
"2016-06-29","48",4.82,4.899
"2016-06-29","49",4.81,4.886
"2016-06-29","50",4.8,4.874
"2016-06-29","51",4.79,4.86
"2016-06-29","52",4.78,4.85
"2016-06-29","53",4.77,4.834
"2016-06-29","54",4.76,4.80625
"2016-06-29","55",4.75,4.791
"2016-06-29","56",4.74,4.77
"2016-06-29","57",4.73,4.75333333333333
"2016-06-29","58",4.72,4.74125
"2016-06-29","59",4.72,4.73222222222222
"2016-06-29","60",4.71,4.722
"2016-06-29","61",4.7,4.707
"2016-06-29","62",4.7,4.687
"2016-06-29","63",4.69,4.67333333333333
"2016-06-29","64",4.68,4.65333333333333
"2016-06-29","65",4.67,4.65666666666667
"2016-07-05","0",20.39,20.1
"2016-07-05","1",20.39,20.113
"2016-07-05","2",20.39,20.108
"2016-07-05","3",20.39,20.084
"2016-07-05","4",19.95,20.063
"2016-07-05","5",19.21,20.033
"2016-07-05","6",17.73,19.581
"2016-07-05","7",15.28,15.96
"2016-07-05","8",12.46,14.032
"2016-07-05","9",10.18,12.362
"2016-07-05","10",8.6,11.223
"2016-07-05","11",7.5,10.274
"2016-07-05","12",6.76,9.30444444444444
"2016-07-05","13",6.3,8.26818181818182
"2016-07-05","14",6.02,7.39444444444444
"2016-07-05","15",5.86,6.76
"2016-07-05","16",5.75,6.356
"2016-07-05","17",5.66,6.089
"2016-07-05","18",5.59,5.964
"2016-07-05","19",5.52,5.87
"2016-07-05","20",5.46,5.76888888888889
"2016-07-05","21",5.41,5.69545454545455
"2016-07-05","22",5.36,5.64
"2016-07-05","23",5.32,5.59888888888889
"2016-07-05","24",5.28,5.556
"2016-07-05","25",5.24,5.509
"2016-07-05","26",5.21,5.457
"2016-07-05","27",5.18,5.409
"2016-07-05","28",5.16,5.367
"2016-07-05","29",5.13,5.326
"2016-07-05","30",5.11,5.29111111111111
"2016-07-05","31",5.09,5.26
"2016-07-05","32",5.07,5.22333333333333
"2016-07-05","33",5.05,5.18666666666667
"2016-07-05","34",5.03,5.16
"2016-07-05","35",5.01,5.13777777777778
"2016-07-05","36",4.99,5.11111111111111
"2016-07-05","37",4.98,5.08666666666667
"2016-07-05","38",4.96,5.06333333333333
"2016-07-05","39",4.95,5.049
"2016-07-05","40",4.93,5.032
"2016-07-05","41",4.92,5.018
"2016-07-05","42",4.91,5.00777777777778
"2016-07-05","43",4.89,4.99555555555556
"2016-07-05","44",4.88,4.984
"2016-07-05","45",4.87,4.973
"2016-07-05","46",4.86,4.956
"2016-07-05","47",4.85,4.94666666666667
"2016-07-05","48",4.84,4.93666666666667
"2016-07-05","49",4.83,4.92444444444444
"2016-07-05","50",4.82,4.91125
"2016-07-05","51",4.81,4.89666666666667
"2016-07-05","52",4.8,4.88
"2016-07-05","53",4.79,4.859
"2016-07-05","54",4.78,4.84333333333333
"2016-07-05","55",4.77,4.82555555555556
"2016-07-05","56",4.76,4.80444444444444
"2016-07-05","57",4.75,4.78
"2016-07-05","58",4.74,4.76888888888889
"2016-07-05","59",4.73,4.75285714285714
"2016-07-05","60",4.73,4.73875
"2016-07-05","61",4.72,4.73
"2016-07-05","62",4.71,4.71625
"2016-07-05","63",4.7,4.70142857142857
"2016-07-05","64",4.69,4.68625
"2016-07-05","65",4.68,4.66571428571429
"2016-07-05","66",4.67,4.64285714285714
"2016-07-05","67",4.66,4.63714285714286
"2016-07-05","68",4.65,4.62428571428571
"2016-07-05","69",4.64,4.62
"2016-07-05","70",4.63,4.61571428571429
"2016-07-05","71",4.63,4.61142857142857
"2016-07-05","72",4.63,4.62
"2016-07-05","73",4.63,4.6225
"2016-07-05","74",4.63,4.65166666666667
"2016-07-14","0",20.07,19.865
"2016-07-14","1",20.07,19.86
"2016-07-14","2",20.07,19.835
"2016-07-14","3",19.72,19.806
"2016-07-14","4",19.59,19.792
"2016-07-14","5",19.25,19.615
"2016-07-14","6",18.82,18.846
"2016-07-14","7",17.87,17.897
"2016-07-14","8",16.17,16.293
"2016-07-14","9",13.64,13.199
"2016-07-14","10",10.86,11.426
"2016-07-14","11",8.65,10.41
"2016-07-14","12",7.29,9.67
"2016-07-14","13",6.59,8.56888888888889
"2016-07-14","14",6.23,7.65
"2016-07-14","15",6.03,6.949
"2016-07-14","16",5.88,6.56
"2016-07-14","17",5.76,6.304
"2016-07-14","18",5.66,6.117
"2016-07-14","19",5.59,5.986
"2016-07-14","20",5.52,5.913
"2016-07-14","21",5.47,5.829
"2016-07-14","22",5.42,5.764
"2016-07-14","23",5.37,5.69111111111111
"2016-07-14","24",5.33,5.627
"2016-07-14","25",5.3,5.582
"2016-07-14","26",5.26,5.536
"2016-07-14","27",5.23,5.498
"2016-07-14","28",5.21,5.463
"2016-07-14","29",5.18,5.413
"2016-07-14","30",5.15,5.36555555555556
"2016-07-14","31",5.13,5.338
"2016-07-14","32",5.11,5.308
"2016-07-14","33",5.09,5.273
"2016-07-14","34",5.07,5.245
"2016-07-14","35",5.05,5.21111111111111
"2016-07-14","36",5.03,5.186
"2016-07-14","37",5.02,5.167
"2016-07-14","38",5,5.148
"2016-07-14","39",4.99,5.121
"2016-07-14","40",4.97,5.092
"2016-07-14","41",4.96,5.07111111111111
"2016-07-14","42",4.95,5.06
"2016-07-14","43",4.93,5.044
"2016-07-14","44",4.92,5.04
"2016-07-14","45",4.91,5.03333333333333
"2016-07-14","46",4.9,5.019
"2016-07-14","47",4.89,5
"2016-07-14","48",4.88,4.98555555555556
"2016-07-14","49",4.87,4.966
"2016-07-14","50",4.86,4.944
"2016-07-14","51",4.85,4.933
"2016-07-14","52",4.84,4.911
"2016-07-14","53",4.83,4.89777777777778
"2016-07-14","54",4.82,4.88
"2016-07-14","55",4.81,4.86
"2016-07-14","56",4.8,4.845
"2016-07-14","57",4.79,4.82777777777778
"2016-07-14","58",4.79,4.813
"2016-07-14","59",4.78,4.814
"2016-07-14","60",4.77,4.798
"2016-07-14","61",4.76,4.77888888888889
"2016-07-14","62",4.76,4.759
"2016-07-14","63",4.75,4.725
"2016-07-14","64",4.74,4.71555555555556
"2016-07-14","65",4.73,4.701
"2016-07-14","66",4.72,4.7
"2016-07-14","67",4.7,4.696
"2016-07-14","68",4.69,4.7
"2016-07-14","69",4.69,4.709
"2016-07-14","70",4.68,4.714
"2016-07-14","71",4.68,4.72
"2016-07-14","72",4.68,4.72
"2016-07-14","73",4.68,4.734
"2016-07-14","74",4.68,4.752
"2016-07-18","1",20.04,19.762
"2016-07-18","2",20.04,19.667
"2016-07-18","3",20.04,19.615
"2016-07-18","4",20.01,19.51
"2016-07-18","5",19.82,19.278
"2016-07-18","6",19.69,19.0988888888889
"2016-07-18","7",19.29,18.2845454545455
"2016-07-18","8",16.97,15.3722222222222
"2016-07-18","9",14.04,12.7109090909091
"2016-07-18","10",11.61,11.45
"2016-07-18","11",9.34,10.4644444444444
"2016-07-18","12",7.57,9.85
"2016-07-18","13",6.61,9.137
"2016-07-18","14",6.17,8.233
"2016-07-18","15",5.97,7.293
"2016-07-18","16",5.84,6.697
"2016-07-18","17",5.73,6.38
"2016-07-18","18",5.64,6.168
"2016-07-18","19",5.57,6.034
"2016-07-18","20",5.51,5.941
"2016-07-18","21",5.46,5.86777777777778
"2016-07-18","22",5.41,5.795
"2016-07-18","23",5.37,5.738
"2016-07-18","24",5.33,5.699
"2016-07-18","25",5.3,5.657
"2016-07-18","26",5.27,5.616
"2016-07-18","27",5.24,5.56555555555556
"2016-07-18","28",5.21,5.527
"2016-07-18","29",5.18,5.485
"2016-07-18","30",5.16,5.43
"2016-07-18","31",5.14,5.392
"2016-07-18","32",5.12,5.358
"2016-07-18","33",5.1,5.325
"2016-07-18","34",5.08,5.29666666666667
"2016-07-18","35",5.06,5.265
"2016-07-18","36",5.05,5.235
"2016-07-18","37",5.03,5.207
"2016-07-18","38",5.02,5.174
"2016-07-18","39",5,5.15111111111111
"2016-07-18","40",4.99,5.127
"2016-07-18","41",4.98,5.102
"2016-07-18","42",4.97,5.085
"2016-07-18","43",4.95,5.08
"2016-07-18","44",4.94,5.069
"2016-07-18","45",4.93,5.06
"2016-07-18","46",4.92,5.045
"2016-07-18","47",4.91,5.03555555555556
"2016-07-18","48",4.9,5.024
"2016-07-18","49",4.89,5.009
"2016-07-18","50",4.88,5
"2016-07-18","51",4.87,4.98111111111111
"2016-07-18","52",4.86,4.955
"2016-07-18","53",4.85,4.94
"2016-07-18","54",4.84,4.926
"2016-07-18","55",4.83,4.91
"2016-07-18","56",4.83,4.89
"2016-07-18","57",4.82,4.87
"2016-07-18","58",4.81,4.84888888888889
"2016-07-18","59",4.8,4.823
